FEAT_0,FEAT_1,FEAT_2,FEAT_3,FEAT_4,FEAT_5,FEAT_6,FEAT_7,FEAT_8,FEAT_9,FEAT_10,FEAT_11,FEAT_12,FEAT_13,FEAT_14,FEAT_15,FEAT_16,FEAT_17,CATEGORY
0.01,JOB_B,1,2,-0.01,10,1,0.58,0.21,7,6,0.2,0.8,-0.8,10,CITY_B,0.03,0.1,1
0.03,JOB_A,1,1,-0.03,9,5,0.1,0.17,4,2,0.3,0.9,-0.9,10,CITY_B,0.3,0.28,2
0.51,JOB_A,1,4,-0.51,0,4,0.22,0.06,1,8,0.9,0.2,-0.2,1,CITY_B,0.58,0.35,0
0.33,JOB_C,1,3,-0.33,6,2,0.01,0.51,5,0,0.7,0.8,-0.8,8,CITY_B,0.12,0.72,0
0.04,JOB_A,1,3,-0.04,5,0,0.04,0.07,5,2,0.3,0.5,-0.5,5,CITY_B,0.4,0.69,1
0,JOB_A,0,3,0,0,7,0.38,0.13,,7,0.2,0.1,-0.1,9,CITY_B,0.88,0.11,1
0.11,JOB_A,0,4,-0.11,0,6,0.04,0.7,10,6,0.6,0.4,-0.4,1,CITY_B,0.12,0.59,0
0.09,JOB_D,0,2,-0.09,1,5,0.02,0.34,,10,0.5,0.8,-0.8,0,CITY_B,0,0,0
0,JOB_A,1,2,0,4,5,0.33,0.04,9,1,0.7,0.4,-0.4,2,CITY_B,0,0.17,0
0.03,JOB_A,2,5,-0.03,6,5,0.01,0.12,1,0,0.3,0.6,-0.6,0,CITY_B,0.7,0.05,2
0.01,JOB_B,1,2,-0.01,5,1,0.3,0.91,7,5,0.4,0.4,-0.4,7,CITY_B,0.22,0.04,1
0.23,JOB_D,0,1,-0.23,10,1,0.07,0.11,1,6,0.4,0.8,-0.8,10,CITY_B,0.61,0,1
0.02,JOB_A,1,3,-0.02,1,10,0.09,0.09,7,10,0.8,0.6,-0.6,8,CITY_B,0.07,0.74,1
0.55,JOB_A,0,2,-0.55,7,2,0.77,0.52,9,5,0.8,0.2,-0.2,5,CITY_B,0.59,0.27,0
0.42,JOB_A,2,4,-0.42,0,8,0.46,0.22,0,10,0.5,0.7,-0.7,10,CITY_B,0.02,0.11,2
0.68,JOB_A,1,5,-0.68,1000,9,0,0.25,7,1,0.2,0,0,8,CITY_B,0.18,0.3,2
0.79,JOB_C,0,3,-0.79,7,1,0,0.27,7,4,0.2,0.9,-0.9,4,CITY_B,0.96,0.28,1
0.74,JOB_B,1,1,-0.74,10,4,0.55,0.97,10,3,0.1,0.5,-0.5,5,CITY_B,0.66,0.12,3
0.05,JOB_C,1,4,-0.05,10,3,0.2,0.9,2,0,0.3,0.7,-0.7,5,CITY_B,0.83,0.41,1
0.1,JOB_A,0,2,-0.1,3,10,0.02,0.22,7,9,0,0.9,-0.9,1,CITY_B,0.35,0,2
0.32,JOB_B,1,4,-0.32,3,5,0.01,0.18,10,2,0.7,0.7,-0.7,5,CITY_B,0.52,0.34,0
0.21,JOB_A,0,4,-0.21,1,3,0.34,0.08,2,9,0.6,0.8,-0.8,2,CITY_B,0.04,0.3,0
0,JOB_A,1,2,0,10,1,0.31,0.19,7,1,0.5,0.2,-0.2,5,CITY_B,0.76,0.05,0
0.15,JOB_A,1,4,-0.15,2,5,0.27,0.02,0,3,0.7,0.4,-0.4,1,CITY_B,0.97,0.45,0
0.42,JOB_A,1,2,-0.42,0,5,0.46,0.69,3,2,0.5,0.9,-0.9,10,CITY_B,0.06,0.13,1
0.42,JOB_A,0,1,-0.42,8,4,0.58,0.04,7,1,0.7,1,-1,8,CITY_B,0.18,0.19,0
0.03,JOB_A,0,2,-0.03,2,5,0,0.04,9,10,0.1,1,-1,7,CITY_B,0.23,0.64,1
0.04,JOB_D,1,5,-0.04,2,9,0.02,0.82,5,7,0.8,0.6,-0.6,10,CITY_B,0.08,0.01,1
0.16,JOB_C,1,3,-0.16,10,5,0.45,0.38,9,1,0.1,0.7,-0.7,2,CITY_B,0.04,0.2,2
0.51,JOB_A,0,3,-0.51,8,7,0.67,0.06,10,3,0.7,1,-1,4,CITY_B,0.19,0.02,0
0.08,JOB_C,1,5,-0.08,6,3,0.81,0.82,5,5,1,0.9,-0.9,7,CITY_B,0.05,0.28,0
0.99,JOB_C,2,2,-0.99,6,6,0.49,0.66,4,8,0.4,0.5,-0.5,3,CITY_B,0.06,0.83,3
0.53,JOB_A,1,2,-0.53,2,2,0.76,0.86,6,8,0.6,0.9,-0.9,3,CITY_B,0.27,0.06,2
0.22,JOB_A,0,4,-0.22,10,10,0.16,0.5,8,8,0.8,0.5,-0.5,3,CITY_B,0.07,0.57,0
0.63,JOB_D,1,2,-0.63,7,4,0.11,0.75,5,3,0,0.7,-0.7,0,CITY_B,0.03,0.17,3
0.16,JOB_D,0,4,-0.16,7,1,0.51,0.04,0,10,0.7,0.2,-0.2,6,CITY_B,0.36,0.01,0
0.01,JOB_B,0,2,-0.01,0,5,0.03,0.01,2,1,0.8,0.3,-0.3,3,CITY_B,0.58,0,0
0.11,JOB_B,2,4,-0.11,1,3,0.84,0.6,4,10,0.6,0.1,-0.1,8,CITY_B,0.23,0.52,1
0.42,JOB_B,0,5,-0.42,6,8,0.56,0.37,7,3,0.7,0.6,-0.6,4,CITY_B,0,0.28,0
0.5,JOB_B,1,5,-0.5,4,5,0.89,0.83,1,4,0.5,0.3,-0.3,2,CITY_B,0.41,0.01,2
0.42,JOB_C,0,4,-0.42,8,3,0.15,0.4,7,5,0.3,0.3,-0.3,3,CITY_B,0.35,0.8,1
0.68,JOB_A,2,4,-0.68,1,1,0.13,0,9,8,0.1,0,0,0,CITY_B,0.28,0.05,2
0.64,JOB_B,1,4,-0.64,1,4,0.59,0.71,2,3,0,0.7,-0.7,6,CITY_B,0.89,0.14,3
0.16,JOB_A,1,5,-0.16,9,4,0.1,0.3,10,6,0.9,0.5,-0.5,2,CITY_B,0.01,0.11,0
0.12,JOB_A,1,5,-0.12,0,10,0.45,0.02,,1,0,0.4,-0.4,4,CITY_B,0.3,0.4,2
0.25,JOB_C,1,4,-0.25,1,9,0.56,0.29,1,6,0.6,0.8,-0.8,0,CITY_B,0.01,0.44,1
0.02,JOB_A,1,4,-0.02,6,7,0.18,0.59,8,1,0.4,0.4,-0.4,1,CITY_B,0.27,0.25,2
0.07,JOB_B,1,2,-0.07,5,6,0.24,0.88,6,7,0.4,0.8,-0.8,9,CITY_B,0.18,0.79,2
0.97,JOB_A,1,2,-0.97,0,0,0.4,0.02,10,6,0.9,0.5,-0.5,8,CITY_B,0.11,0.84,0
0.02,JOB_A,1,5,-0.02,0,10,0.3,0.05,5,10,0.7,0.7,-0.7,2,CITY_B,0.64,0.02,1
0.66,JOB_B,2,4,-0.66,10,6,0.86,0.26,0,1,0.2,0.3,-0.3,0,CITY_B,0.69,0.21,3
0.74,JOB_A,1,2,-0.74,9,2,0.65,0.04,,7,0.1,0.9,-0.9,4,CITY_B,0.22,0.37,1
0.49,JOB_A,1,3,-0.49,0,0,0.29,0.22,4,10,0.9,0.3,-0.3,2,CITY_B,0.4,0.08,0
0.04,JOB_A,0,4,-0.04,9,5,0.82,0.84,7,7,0.9,0.4,-0.4,9,CITY_B,0.34,0.18,0
0.47,JOB_A,2,5,-0.47,10,0,0.6,0.34,9,0,0.7,0.6,-0.6,9,CITY_B,0.21,0.8,1
0.04,JOB_A,2,4,-0.04,0,8,0.69,0.01,4,6,0.9,1,-1,5,CITY_B,0.31,0,1
0.01,JOB_A,0,1,-0.01,2,1,0.13,0.3,9,2,0.7,0.3,-0.3,10,CITY_B,0,0.27,0
0.05,JOB_A,2,4,-0.05,0,0,0.22,0.15,9,2,0.1,0.5,-0.5,1,CITY_B,0.43,0.59,2
0.38,JOB_D,1,3,-0.38,4,1,0.07,0.63,8,5,0.3,0.4,-0.4,1,CITY_B,0.01,0.02,2
0.86,JOB_A,1,4,-0.86,3,6,0.12,0.32,9,10,0.3,0,0,10,CITY_B,0.1,0,3
0.1,JOB_C,1,4,-0.1,6,0,0.41,0.8,6,7,0.2,0.5,-0.5,10,CITY_B,0.23,0.87,1
0.12,JOB_A,2,2,-0.12,5,7,0.7,0.08,2,3,0.1,0.5,-0.5,10,CITY_B,0.89,0.81,3
0.23,JOB_B,2,3,-0.23,5,7,0.37,0.14,,8,0,0.5,-0.5,7,CITY_B,0.2,0.42,3
0.13,JOB_C,1,1,-0.13,2,1,0.9,0.02,4,0,0.8,0.2,-0.2,0,CITY_B,0.11,0.13,0
0.63,JOB_D,0,3,-0.63,10,4,0.73,0.66,,2,0.8,0.5,-0.5,7,CITY_B,0.42,0.33,1
0.01,JOB_A,2,3,-0.01,9,6,0.65,0.15,4,1,0.2,0.3,-0.3,10,CITY_B,0.03,0.01,2
0.69,JOB_B,1,4,-0.69,9,2,0.45,0.42,4,3,0.9,0.9,-0.9,8,CITY_B,0,0.05,1
0.05,JOB_B,1,5,-0.05,7,10,0.9,0.21,6,6,0.8,0,0,7,CITY_B,0.17,0.08,1
0.04,JOB_A,1,4,-0.04,7,3,0.29,0.25,3,3,0.4,0.3,-0.3,6,CITY_B,0.08,0.94,1
0.43,JOB_D,1,4,-0.43,7,8,0,0.19,0,9,0.9,0.4,-0.4,1,CITY_B,0.03,0.1,1
0.34,JOB_A,2,3,-0.34,7,10,0.27,0.06,10,1,0.4,1,-1,1,CITY_B,0.51,0.12,3
0.08,JOB_A,0,1,-0.08,8,9,0.37,0.86,6,8,0,0.6,-0.6,1,CITY_B,0.06,0.91,2
0.55,JOB_C,0,4,-0.55,7,3,0.12,0.59,3,9,0.5,0.4,-0.4,2,CITY_B,0.54,0,1
0.19,JOB_A,1,1,-0.19,6,4,0.14,0.96,10,9,0.7,0.4,-0.4,8,CITY_B,0.47,0.13,1
0.21,JOB_C,1,4,-0.21,10,5,0,0.7,3,6,0.8,0.8,-0.8,4,CITY_B,0,0,1
0.49,JOB_A,2,2,-0.49,2,0,0.07,0.01,,7,0.3,0.1,-0.1,3,CITY_B,0.59,0.12,2
0.31,JOB_A,1,1,-0.31,2,4,0.21,0.07,4,7,0.3,0,0,10,CITY_B,0.09,0.01,2
0,JOB_A,1,3,0,4,2,0.47,0.39,0,2,0.3,0.3,-0.3,7,CITY_B,0.72,0.61,1
0.31,JOB_A,1,4,-0.31,5,1,0.07,0,2,10,0.1,0.5,-0.5,9,CITY_B,0.51,0.04,2
0.06,JOB_D,0,1,-0.06,3,8,0.19,0.88,4,5,0.1,0.4,-0.4,3,CITY_B,0.01,0.36,1
0.34,JOB_B,0,5,-0.34,4,0,0,0.16,4,5,0.6,0.5,-0.5,7,CITY_B,0.47,0.84,0
0,JOB_B,2,3,0,10,7,0,0.01,1,6,0.7,0.3,-0.3,6,CITY_B,0.48,0.25,1
0.25,JOB_A,1,2,-0.25,2,8,0.18,0.32,7,0,0.1,0.1,-0.1,1,CITY_B,0.96,0.81,2
0.11,JOB_A,1,3,-0.11,0,2,0.13,0,1,1,0,0.7,-0.7,1,CITY_B,0.3,0.46,1
0.5,JOB_B,1,5,-0.5,1,10,0.09,0.36,2,9,0.6,0.5,-0.5,8,CITY_B,0.02,0.06,1
0.93,JOB_B,1,3,-0.93,2,6,0.85,0.11,5,0,0.5,0.7,-0.7,9,CITY_B,0.15,0.81,0
0.36,JOB_B,1,2,-0.36,2,9,0.59,0.31,3,2,0.9,0,0,9,CITY_B,0.79,0.93,1
0.75,JOB_D,0,2,-0.75,8,3,0.9,0.23,3,9,0.1,0.8,-0.8,9,CITY_B,0.01,0.86,1
0.31,JOB_A,0,1,-0.31,1000,3,0,0,3,1,0.4,0,0,5,CITY_B,0,0.53,0
0.11,JOB_A,0,2,-0.11,10,10,0.4,0.32,1,1,0.1,0.3,-0.3,9,CITY_B,0.02,0.42,1
0.62,JOB_B,1,3,-0.62,1,5,0.91,0.12,8,7,0.6,0.4,-0.4,7,CITY_B,0,0.36,0
0.07,JOB_C,0,4,-0.07,8,7,0.09,0.32,,8,0.8,0.8,-0.8,0,CITY_B,0.01,0.29,0
0.28,JOB_B,2,4,-0.28,1,8,0.29,0.03,1,5,0.9,0.8,-0.8,7,CITY_B,0.18,0.14,1
0.79,JOB_A,1,3,-0.79,5,10,0.24,0.65,9,5,0.9,0.5,-0.5,0,CITY_B,0.03,0.13,3
0.88,JOB_A,1,2,-0.88,9,8,0.75,0.02,,5,0.4,0.7,-0.7,5,CITY_B,0.12,0,2
0,JOB_B,2,4,0,7,6,0.38,0,0,7,0.5,0.3,-0.3,8,CITY_B,0.1,0.33,1
0.26,JOB_A,0,2,-0.26,3,0,0.18,0.82,3,3,0.8,0.3,-0.3,8,CITY_B,0.81,0.52,0
0.1,JOB_A,1,2,-0.1,10,0,0.1,0.48,0,2,0.6,0.5,-0.5,10,CITY_B,0.22,0.08,0
0.39,JOB_D,0,1,-0.39,1,3,0.06,0,1,9,0.3,0.8,-0.8,8,CITY_B,0.78,0.24,1
0.02,JOB_B,2,4,-0.02,4,9,0,0.55,0,2,0.1,0.8,-0.8,8,CITY_B,0.78,0.02,3
0.63,JOB_C,2,4,-0.63,8,8,0.4,0.49,3,4,0.4,0.6,-0.6,6,CITY_B,0.16,0.05,3
0.01,JOB_B,1,4,-0.01,5,1,0.6,0.04,5,2,0.2,0.5,-0.5,2,CITY_B,0.23,0,1
0.07,JOB_C,1,4,-0.07,5,5,0.02,0.1,7,3,0.5,0.6,-0.6,5,CITY_B,0.32,0.66,0
0.13,JOB_A,1,4,-0.13,6,1,0.86,0.12,2,1,0.7,0.3,-0.3,4,CITY_B,0.06,0.7,0
0.52,JOB_C,0,2,-0.52,2,1,0.16,0,0,10,1,0.7,-0.7,2,CITY_B,0.76,0.8,0
0.32,JOB_C,0,5,-0.32,0,0,0.01,0.01,5,4,0.4,0.2,-0.2,0,CITY_B,0.71,0.27,0
0.27,JOB_A,0,4,-0.27,1000,9,0.17,0.64,0,8,0.7,0.8,-0.8,2,CITY_B,0.53,0.38,1
0.3,JOB_A,2,4,-0.3,1,10,0.01,0.75,10,0,0.2,0,0,9,CITY_B,0.5,0,3
0.01,JOB_A,0,4,-0.01,10,6,0.04,0.13,1,1,0.9,0.6,-0.6,3,CITY_B,0.84,0.56,0
0.2,JOB_A,2,3,-0.2,1,4,0.48,0.78,9,5,0.7,0.9,-0.9,7,CITY_B,0.92,0.2,2
0.69,JOB_C,1,3,-0.69,10,9,0.04,0.19,0,1,0.9,0.7,-0.7,4,CITY_B,0.08,0.05,1
0.01,JOB_D,1,4,-0.01,5,8,0.13,0.57,,8,0.5,0.1,-0.1,1,CITY_B,0.56,0.01,0
0.28,JOB_A,1,3,-0.28,1000,0,0.2,0.05,4,9,0.1,0.9,-0.9,2,CITY_B,0.57,0.45,1
0.98,JOB_A,2,1,-0.98,1,1,0.08,0.05,2,2,1,0.3,-0.3,10,CITY_B,0.39,0.14,1
0.29,JOB_A,1,4,-0.29,9,5,0.03,0.54,5,4,0.6,0.1,-0.1,5,CITY_B,0.38,0.6,1
0.17,JOB_B,1,4,-0.17,10,0,0.43,0.64,10,0,0.7,0.3,-0.3,5,CITY_B,0.19,0.03,0
0.57,JOB_A,1,5,-0.57,6,8,0.15,0.01,,8,0.2,0.7,-0.7,1,CITY_B,0.03,0,2
0.53,JOB_B,2,4,-0.53,9,10,0.01,0.01,,0,0.9,0.4,-0.4,2,CITY_B,0,0.69,1
0.01,JOB_C,2,2,-0.01,3,8,0.88,0.02,4,5,0.1,0.7,-0.7,7,CITY_B,0.04,0,3
0.26,JOB_A,0,4,-0.26,3,7,0.58,0.98,10,7,0.8,1,-1,8,CITY_B,0.01,0.25,1
0.26,JOB_D,1,3,-0.26,8,1,0.17,0.47,4,4,0.4,0.5,-0.5,1,CITY_B,0.16,0.34,2
0.56,JOB_A,0,2,-0.56,5,3,0.15,0.56,10,10,0.3,0.5,-0.5,7,CITY_B,0.1,0.97,2
0.61,JOB_A,1,2,-0.61,1,4,0.63,0.13,8,8,0.3,0.6,-0.6,3,CITY_B,0.02,0.93,2
0.02,JOB_A,2,3,-0.02,0,0,0.06,0.03,7,10,0.6,0.2,-0.2,0,CITY_B,0.07,0.22,1
0.6,JOB_A,0,5,-0.6,5,9,0.31,0.79,6,9,0.8,0.3,-0.3,5,CITY_B,0.25,0.13,2
0.71,JOB_A,0,3,-0.71,2,7,0,0.34,10,8,0.7,0.8,-0.8,3,CITY_B,0.75,0.49,1
0.01,JOB_A,1,3,-0.01,7,4,0.06,0.39,3,10,0.7,0.3,-0.3,3,CITY_B,0.18,0.01,0
0.6,JOB_A,1,3,-0.6,0,4,0.19,0,,3,0.7,0.4,-0.4,7,CITY_B,0.01,0.21,0
0.05,JOB_C,0,4,-0.05,0,5,0.24,0.77,2,0,0.4,0.6,-0.6,0,CITY_B,0.92,0.49,1
0.34,JOB_B,2,3,-0.34,10,8,0.54,0.36,,8,0,1,-1,1,CITY_B,0.23,0.24,3
0.9,JOB_A,0,3,-0.9,8,7,0.24,0.92,9,2,0.9,0.6,-0.6,10,CITY_B,0.08,0.39,3
0.39,JOB_B,1,2,-0.39,0,2,0.35,0.19,3,4,0.2,0.2,-0.2,3,CITY_B,0.2,0.66,1
0.13,JOB_C,0,2,-0.13,1,10,0.01,0.92,7,6,0.9,0.9,-0.9,8,CITY_B,0.01,0.33,0
0.59,JOB_A,1,3,-0.59,8,3,0,0.62,9,4,0.4,0.7,-0.7,1,CITY_B,0.87,0.01,3
0.18,JOB_A,1,2,-0.18,4,7,0.42,0.01,2,7,0.1,0.6,-0.6,6,CITY_B,0.14,0.07,2
0.01,JOB_A,1,2,-0.01,6,9,0.79,0.08,9,8,1,0.9,-0.9,6,CITY_B,0.08,0.08,1
0.01,JOB_C,1,3,-0.01,5,10,0.25,0.4,3,4,0.5,0.4,-0.4,5,CITY_B,0.91,0.58,0
0.01,JOB_A,0,2,-0.01,9,4,0.53,0.27,,7,0.7,0.1,-0.1,4,CITY_B,0,0.19,0
0.07,JOB_C,2,3,-0.07,3,6,0.65,0.08,,0,0.4,0.7,-0.7,1,CITY_B,0.22,0.03,2
0.03,JOB_C,1,3,-0.03,6,10,0.42,0.8,3,1,0.9,0.8,-0.8,2,CITY_B,0.57,0.01,0
0,JOB_C,1,1,0,6,10,0,0.01,7,9,0.3,0.5,-0.5,5,CITY_B,0.86,0.28,2
0.42,JOB_A,0,5,-0.42,1,1,0.19,0.01,10,7,0.9,0.1,-0.1,10,CITY_B,0.03,0.01,0
0.13,JOB_D,1,4,-0.13,6,7,0.03,0.02,,1,0.4,0.1,-0.1,7,CITY_B,0.01,0.59,2
0.32,JOB_B,0,5,-0.32,3,1,0.46,0.3,1,3,0.5,0.9,-0.9,6,CITY_B,0.61,0,0
0.23,JOB_C,1,2,-0.23,1000,3,0.09,0.34,9,10,0.8,0.5,-0.5,7,CITY_B,0.72,0.02,0
0.05,JOB_D,1,4,-0.05,8,6,0.27,0.96,10,5,0.8,0.9,-0.9,1,CITY_B,0.3,0,0
0.9,JOB_C,1,2,-0.9,8,7,0.2,0,10,6,0.4,0.6,-0.6,7,CITY_B,0.51,0.03,2
0.35,JOB_A,0,4,-0.35,3,0,0.37,0.04,8,9,0.7,0.2,-0.2,2,CITY_B,0.44,0.03,0
0.19,JOB_A,1,5,-0.19,8,6,0.59,0.04,4,5,0.5,1,-1,8,CITY_B,0.21,0.06,0
0.61,JOB_A,2,2,-0.61,0,10,0.04,0.86,10,8,0.8,0.7,-0.7,6,CITY_B,0.38,0.17,3
0.01,JOB_A,2,3,-0.01,10,8,0.04,0.18,2,2,0.8,0.2,-0.2,5,CITY_B,0.07,0.29,1
0.3,JOB_A,1,3,-0.3,2,4,0,0.95,9,7,0.4,0.6,-0.6,0,CITY_B,0.17,0.25,3
0.03,JOB_D,1,4,-0.03,1,7,0.51,0.27,1,10,0.7,0.6,-0.6,7,CITY_B,0,0.06,0
0.2,JOB_D,2,4,-0.2,10,3,0.8,0.46,6,2,0.5,0.7,-0.7,1,CITY_B,0.58,0.01,1
0.08,JOB_B,0,3,-0.08,5,6,0.01,0.43,7,6,0.1,1,-1,8,CITY_B,0.16,0.25,1
0.03,JOB_A,1,2,-0.03,1,4,0.13,0,8,10,0.6,0.2,-0.2,0,CITY_B,0.45,0.66,0
0.71,JOB_C,1,2,-0.71,0,5,0.53,0.29,4,5,0.6,0.6,-0.6,1,CITY_B,0.09,0.03,1
0.1,JOB_D,2,2,-0.1,0,8,0.71,0.23,9,10,0.2,0.5,-0.5,0,CITY_B,0.06,0.01,3
0.03,JOB_A,1,1,-0.03,7,2,0.05,0.6,2,6,0.1,0.2,-0.2,6,CITY_B,0.12,0.42,1
0.01,JOB_D,1,4,-0.01,1,6,0.04,0.1,1,10,0.3,0.5,-0.5,4,CITY_B,0.81,0,2
0,JOB_D,0,5,0,8,7,0.11,0.01,8,0,0.3,0.9,-0.9,0,CITY_B,0.9,0.3,1
0,JOB_A,2,2,0,7,10,0.05,0.04,0,3,1,0.6,-0.6,1,CITY_B,0.51,0.95,1
0.02,JOB_C,2,4,-0.02,4,4,0.09,0.83,2,9,0.3,1,-1,8,CITY_B,0.01,0.14,2
0.38,JOB_B,0,3,-0.38,8,1,0.82,0.52,2,9,0.5,0.7,-0.7,5,CITY_B,0.83,0.73,0
0.11,JOB_A,2,2,-0.11,4,5,0.03,0.92,,8,0.5,0.2,-0.2,3,CITY_B,0.66,0.02,2
0.34,JOB_A,1,3,-0.34,0,7,0.15,0,5,4,0.9,0.1,-0.1,3,CITY_B,0.31,0.22,0
0.03,JOB_B,2,4,-0.03,7,9,0.15,0.51,3,9,0.2,1,-1,7,CITY_B,0.28,0.16,3
0.95,JOB_D,1,5,-0.95,9,4,0.64,0,5,7,0,0.7,-0.7,5,CITY_B,0.01,0.16,2
0.83,JOB_A,2,4,-0.83,10,5,0.94,0.37,0,5,0.7,0.3,-0.3,2,CITY_B,0.06,0.07,2
0.56,JOB_B,0,4,-0.56,5,3,0.51,0.86,6,2,0.4,0.2,-0.2,8,CITY_B,0.86,0.4,3
0.73,JOB_A,2,2,-0.73,8,3,0.74,0.81,6,4,0.9,0.1,-0.1,9,CITY_B,0.81,0.08,3
0.03,JOB_A,0,1,-0.03,10,1,0.15,0.07,7,8,0.9,0.6,-0.6,9,CITY_B,0.06,0.45,0
0,JOB_C,1,2,0,7,3,0.36,0.26,2,0,0.2,0.2,-0.2,10,CITY_B,0.94,0.63,1
0.26,JOB_C,1,4,-0.26,10,0,0.07,0.2,3,1,0.7,0.4,-0.4,3,CITY_B,0.05,0.47,0
0.02,JOB_D,0,2,-0.02,4,6,0.03,0.54,7,5,0.1,0.3,-0.3,8,CITY_B,0.94,0.71,1
0.12,JOB_A,2,1,-0.12,5,7,0.95,0.01,2,10,0.7,0.8,-0.8,0,CITY_B,0.67,0.78,1
0.7,JOB_A,1,2,-0.7,9,10,0.04,0.33,0,5,0.5,0.1,-0.1,4,CITY_B,0.09,0.3,1
0.01,JOB_D,1,2,-0.01,7,4,0.06,0.6,0,8,0.5,0.2,-0.2,1,CITY_B,0.34,0.36,0
0.33,JOB_A,1,4,-0.33,2,10,0.31,0.81,7,10,0.8,0.7,-0.7,0,CITY_B,0.08,0.89,2
0.09,JOB_C,1,4,-0.09,8,9,0.68,0.08,10,3,0.8,0.1,-0.1,3,CITY_B,0.07,0,0
0.11,JOB_B,1,2,-0.11,5,1,0.44,0.77,7,7,0.5,0.2,-0.2,1,CITY_B,0.44,0.1,0
0,JOB_A,1,3,0,2,1,0.17,0.04,9,6,0.6,0.5,-0.5,0,CITY_B,0.72,0.48,0
0.08,JOB_A,1,1,-0.08,1,6,0.29,0.46,10,2,0.3,1,-1,5,CITY_B,0.94,0.22,2
0.87,JOB_C,2,3,-0.87,5,8,0.37,0.07,7,10,0.3,0.7,-0.7,3,CITY_B,0.14,0.37,3
0.08,JOB_A,1,5,-0.08,0,7,0.55,0.35,7,5,0.2,0.7,-0.7,0,CITY_B,0.09,0.49,2
0.5,JOB_A,0,2,-0.5,1,9,0.96,0.01,0,0,0.5,0.3,-0.3,3,CITY_B,0.41,0.16,0
0.67,JOB_A,1,2,-0.67,2,10,0.58,0.91,7,8,0.6,0.9,-0.9,9,CITY_B,0.04,0.66,3
0.7,JOB_A,0,3,-0.7,1,4,0.01,0.34,4,8,0.3,0.1,-0.1,3,CITY_B,0.04,0.03,2
0.73,JOB_A,1,5,-0.73,1,7,0.26,0.18,6,4,0.4,0.3,-0.3,2,CITY_B,0.51,0.28,2
0.51,JOB_C,2,4,-0.51,7,5,0.46,0.6,9,4,0.5,0.8,-0.8,10,CITY_B,0.03,0,2
0.12,JOB_D,2,3,-0.12,5,1,0.34,0.1,6,4,0.8,0.7,-0.7,10,CITY_B,0.3,0.26,0
0.66,JOB_B,1,2,-0.66,3,4,0,0,10,7,0.1,0.5,-0.5,4,CITY_B,0.17,0.53,2
0.11,JOB_A,0,2,-0.11,4,10,0,0.36,3,2,0.5,0,0,7,CITY_B,0,0.17,0
0.03,JOB_B,1,2,-0.03,7,7,0.6,0.09,2,10,0.6,0.7,-0.7,5,CITY_B,0.05,0.35,0
0.1,JOB_A,0,3,-0.1,6,8,0.89,0.19,7,8,0.1,0.4,-0.4,7,CITY_B,0.04,0.97,1
0.32,JOB_A,1,2,-0.32,10,0,0.62,0.72,0,3,0.8,0.2,-0.2,2,CITY_B,0,0.06,0
0.56,JOB_B,2,4,-0.56,0,4,0.19,0.21,6,2,0.8,0.3,-0.3,7,CITY_B,0.99,0.03,1
0.07,JOB_A,0,2,-0.07,5,3,0.52,0.68,5,3,0.1,0.1,-0.1,5,CITY_B,0.35,0.2,1
0.29,JOB_A,2,4,-0.29,9,6,0.13,0.36,9,2,0.4,1,-1,2,CITY_B,0.15,0.01,3
0.18,JOB_C,1,4,-0.18,7,9,0.89,0.43,6,10,0.3,0.3,-0.3,7,CITY_B,0.21,0.92,2
0.02,JOB_C,0,3,-0.02,10,1,0.15,0.03,0,10,0.9,0.2,-0.2,4,CITY_B,0.46,1,0
0.54,JOB_C,1,3,-0.54,0,10,0,0.25,4,7,0.9,0.7,-0.7,7,CITY_B,0,0.02,1
0.65,JOB_C,1,2,-0.65,1,5,0.01,0.19,10,5,0.8,0.2,-0.2,3,CITY_B,0.01,0.06,0
0.42,JOB_A,1,4,-0.42,8,4,0.03,0.65,9,3,0.6,0.7,-0.7,5,CITY_B,0.4,0.44,1
0.91,JOB_C,0,2,-0.91,0,2,0.01,0.38,5,8,0.6,0.1,-0.1,0,CITY_B,0.06,0.06,0
0,JOB_C,2,2,0,7,7,0.65,0.02,,1,0.3,0.2,-0.2,1,CITY_B,0.03,0.02,2
0.04,JOB_D,1,5,-0.04,4,7,0.29,0.03,0,4,0.4,0.2,-0.2,7,CITY_B,0.69,0.01,2
0,JOB_A,1,2,0,5,1,0.26,0.48,6,4,0.9,0.8,-0.8,0,CITY_B,0.05,0.02,0
0.01,JOB_A,1,2,-0.01,9,7,0.08,1,3,4,0.4,0.9,-0.9,2,CITY_B,0.79,0.25,2
0.06,JOB_A,1,4,-0.06,8,3,0.96,0.38,3,5,0.5,0.4,-0.4,5,CITY_B,0.49,0.05,0
0.94,JOB_C,1,3,-0.94,4,3,0.29,0.95,0,2,1,0.4,-0.4,7,CITY_B,0.09,0.74,3
0,JOB_A,0,4,0,1,4,0.23,0.04,0,4,0.7,1,-1,6,CITY_B,0.37,0.06,0
0.02,JOB_A,1,2,-0.02,2,9,0.7,0.04,5,3,0.8,0.5,-0.5,2,CITY_B,0,0.05,0
0.01,JOB_A,1,2,-0.01,2,1,0.96,0.01,6,0,0.6,0.9,-0.9,6,CITY_B,0.96,0.24,0
0.7,JOB_B,1,4,-0.7,10,4,0.67,0.01,9,0,0.3,0.8,-0.8,2,CITY_B,0.59,0.13,1
